a bomb	เอบอมบ์
mastin	แมสติน
maston	แมสเติ้น
mat	เอ็มเอที
mata hari	มาตา ฮารี
matador	มาทาดอร์
matas	มาเทิส
match	แมตช์
matchmaker	แมตช์เมกเกอร์
mate	เมต
mater	มัตเตอร์
materazzi	เมอเทอรัตซี่
material	แมทีเรียล
math	แมท
mathea	แมเทีย
matheny	แมทินี่
mather	แมตเทอร์
mathes	แมทิส
mathew	แมตทิว
mathews	แม็ตทิวส์
mathewson	แมทยูสัน
mathiasen	มาไทเออเซิ่น
mathieson	แมทีเซิน
mathieu	แมททิว
mathilda	มาทิลด้า
mathis, johnny	แมทิส, จอห์นนี
mathisen	แมไทเซิ่น
mathur	แม็ตเทอร์
matisse, henri	มาตีส, อองรี
matlock	แมตล็อก
matrix	เมทริกซ์
matroid	เมทรอยด์
matson	มัตสัน
matt	แมตต์
matta	แม็ตต้า
matte	แม็ตต์
mattei	แม็ตไท
mattels	แม็ตเทิลส์
matter	แม็ตเทอร์
mattera	มัตเทร่า
mattern	แม็ตเทิร์น
matthai	แม็ตไท
matthes	แม็ตทึส
mattheus, lothar	มัทเทอุส, โลทาร์
matthew	แมตทิว
matthews	แมตทิวส์
matthias	เมิ่ทไทเอิส
matthiessen	แมตทีเซิ่น
mattie	แม็ตตี
mattin	แมตติ้น
mattingly	แม็ตติงลี่
mattison	แม็ตติสัน
mattoon	เมิตทูน
mattos	แม็ตโทส
mattox	แม็ตเทิ้กส์
mattson	แม็ตสัน
matty	แม็ตตี้
matula	มาทูล่า
mature	มะทัว
maturin	มาทูริน
maturity	แมชัวริตี
matz	แม็ตส์
matzke	แม็ตส์ก
maud	มอด
maude	มอด
maudlin	มอดลิน
maudsley	มอดสลีย์
mauer	มาวเออร์
maugham, william somerset	มอม, วิลเลียม ซอเมอร์เซต
mauldin	เมาล์เดิ้น
maule	มอล
maund	มอนด์
maupassant, guy de	โมปาซอง, กี เดอ
maupin	โมแพน
maur	มอร์
maureen	มอรีน
maurer	มอร์เรอร์
maurice	มอริซ
mauritius	มอริเชียส
mauro	เมาโร
maurus	มอเริส
maury	มอรี่
maverick	แมเวอริก
mavis	เมวิส
maw	มอว์
mawson	มอสัน
max	มากซ์
max weber	มักซ์ เวเบอร์
maxey	แม็กซี่
maxfield	แม็กส์ฟิลด์
maxi	แมกซี
maximalprojection	แม็กซิมัลโพรเจ็กชัน
maximilian	แมกซิมิเลียน
maximos	แม็กซีโมส
maxine	แม็กซีน
maxon	แม็กเซิ่น
maxson	แม็กสัน
maxwell	แมกซ์เวลล์
maxwell, james clerk	แมกซ์เวลล์, เจมส์ คลาร์ก
may	เมย์
may day	เมย์เดย์
maya	มายา
mayall	เมย์ออลล์
maybank	เมย์แบงก์
mayberry	เมแบร์รี่
maybury	เมย์แบรี่
mayday	เมย์เดย์
mayer	เมเยอร์
mayers	เมเยิร์ส
mayerson	เมย์เออร์สัน
mayes	เมส
mayfield	เมย์ฟิลด์
mayhard	เมเฮิร์ด
mayhew	เมฮิว
mayle	เมล
maynard	เมย์นาร์ด
mayne	เมน
maynor	เมเนอร์
mayo	เมโย่
mayonnaise	มายองเนส
mayor	ไมย์เออร์
maytag	เมย์แท็ก
mazan	มาซัน
maze	เมส
mazel	เมอเซิล
mazo	มาโซ่
mazur	แมเซอร์
mazzola	มัตโซลา
mazzoli	เมอโซลี่
mba	เอ็มบีเอ
mbabane	อึมบาบาน
mbas	เอ็มบีเอเอส
mc	แมก
mcadoo	แม็กคาดู
mcafee	แม็กคาฟี่
mcaleer	แม็กเคอเลีย
mcalester	เมิกเคิลเลสเตอร์
mcalister	เมิกแกลเลิสเตอร์
mcallister	มักแกลลิสเตอร์
mcalpin	เมิ่กแคลเปิ้น
mcalpine	เมิกแคลไพน์
mcanally	แม็กเคอแนลลี่
mcandrew	เมิกแคนดริว
mcara	เมิ่กคาร่า
mcardle	เมิกคาร์เดิล
mcarthur	เมิกคาร์เทอร์
mcaulay	เมิ่กคอเลย์
mcavoy	แม็กคาวอย
mcbain	เมิ่กเบน
mcbean	เมิ่กบิ้น
mcbee	เมิ่กบี
mcbride	เมิกไบรด์
mcburney	เมิ่กเบอร์นีย์
mccabe	เมิกเคบ
mccafferty	เมิกแคฟเฟอร์ตี้
mccaffrey	เมิ่กแคฟฟรีย์
mccaig	เมิ่กเคก
mccain	เมิกเคน
mccaleb	เมิ่กเคเลิบ
mccall	เมิกคอล
mccallister	เมอแคลลิสเตอร์
mccallum	เมิ่กแคลเลิ่ม
mccammon	เมิ่กแคเมิ่น
mccandless	เมิกแคนด์เลส
mccann	เมิกแคนน์
mccannell	เมิ่กแคเนิล
mccants	เมิ่กแคนต์ส
mccarey	เมิ่กแครี่
mccarley	เมิกคาร์ลี่
mccarran	เมิ่กเคร์เริ่น
mccarroll	เมิ่กแคร์เริล
mccarron	เมิ่กแคเริ่น
mccarter	เมิกคาร์เตอร์
mccarthy	เมิกคาร์ทีย์
mccarthy, joseph r.	แม็กคาร์ที, โจเซฟ อาร์.
mccartney	เมิกคาร์ทนี่ย์
mccartney, paul	แม็กคาร์ตนีย์, พอล
mccarty	เมิกคาร์ตี้
mccaskill	เมิกแคสเคิล
mccaslin	เมิกแคสเลิน
mccaughan	เมิ่กคอน
mccaughey	เมิ่กคอย
mccauley	เมิ่กคอลีย์
mccaw	เมิกคอว์
mccay	เมิกเคย์
mccay, winsor	แม็กเคย์, วินเซอร์
mcchesney	เมิ่กเชสนีย์
mcclain	เมิกเคลน
mcclanahan	เมิกแคลเนอแฮน
mcclary	เมิ่กเคลรี่
mcclatchy	เมิ่กแคลทชี่
mcclean	เมิกคลีน
mccleary	เมิกเคลียรี่
mccleery	เมิ่กคลีรี่
mcclellan	เมิกเคลเลิน
mcclelland	เมิกเคลเลิน
mcclendon	เมิกเคลนเดิ่น
mcclintock	เมิกลินท็อก
mccloskey	เมิ่กคลอสกี้
mccloud	เมิ่กเคลาด์
mccloy	เมิกคลอย
mcclung	เมิกคลัง
mcclure	เมิกคลูร์
mcclurg	เมิ่กเลิร์ก
mcclurkin	เมิ่กเคลอร์เคิ้น
mcclusky	เมิ่กคลัสกี้
mccobb	เมิ่กค็อบ
mccoll	เมิกโคล
mccollough	เมิ่กคอลเลอ
mccomas	เมิกโคเมิส
mccomb	เมิ่กโคม
mccombs	เมิกคอมบ์ส
mccone	เมิ่กโคลน
mcconkey	เมิ่กคองคี่
mcconnel	เมิ่กคอนเนิล
mcconnell	เมิกคอนเนิลล์
mcconville	เมิ่กคอนวิล
mccook	เมิ่กคู๊ก
mccord	เมิกคอร์ด
mccorkle	เมิ่กคอร์เคิล
mccormack	เมิกคอร์เมิก
mccormick	เมิกคอร์มิก
mccowan	เมิ่กเคาเอิ้น
mccown	เมิ่กเคาน์
mccoy	เมิกคอย
mccracken	เมิ่กแครเคิ่น
mccrae	เมิกเครย์
mccrary	เมิกแครรี่
mccraw	เมิ่กครอว์
mccrea	เมิกเครีย
mccready	เมอครีดี
mccreary	เมิ่กครีรี่
mccree	เมิกครี่
mccreery	เมิ่กครีรี่
mccreesh	เมิ่กครีช
mccrone	เมิ่กโรน
mccrory	เมิกครอรี่
mccrum	เมิ่กครัม
mccubbin	เมิ่กคาเบิน
mccue	เมิกยู
mccullagh	เมิ่กคัลเลิก
mccullen	เมิ่กคัลเลิ่น
mcculler	แมกคัลเลอร์
mccullers	เมิกคัลเลิร์ส
mcculley	เมิ่กคัลลีย์
mcculloch	เมิกคัลเลิก
mccullough	เมิกกัลลา
mccullum	เมิ่กคัลเลิ่ม
mccumber	เมิ่กคัมเบอร์
mccune	เมิกคูน
mccurdy	เมิกเคอร์ดี้
mccurry, michael	แม็กเคอร์รี, ไมเคิล
mccusker	เมิ่กคัสเคอร์
mccutchan	เมิ่กคัตเชิ่น
mccutchen	เมิกคัตเชิ่น
mccutcheon	เมิ่กคัชเชิน
mcdade	เมิ่กเดด
mcdaniel	เมิกแดเนียล
mcdavid	เมิกเดเวิด
mcdermott	เมิกเดอร์เมิตต์
mcdevitt	เมิกเดเวิต
mcdiarmid	เมิ่กแดร์เมิ่ด
mcdonagh	เมิกดอน่า
mcdonald	เมิกดอนเนิลด์
mcdonell	เมิ่กดอเนิล
mcdonnell	เมิกดอนเนิล
mcdonough	เมิกโดโน่
mcdougal	เมิ่กดูเกิล
mcdougall	เมิ่กดูเกิล
mcdowell	เมิกดอเวิลล์
mcduffie	เมิกดัฟฟี่
mcelderry	แม็กเคิลแดร์รี่
mcelhinney	แมเคิลฮีนีย์
mcelligott	เมิ่กเคลเลอเกิต
mcelreath	แม็กเคิลแรท
mcelroy	แม็กเคิลรอย
mcelwain	แม็กเคิลเวน
mcelwee	แม็กเคิลวี
mcenery	เมิ่กเคเนอรี่
mcenroe, john	แม็กเอนโร, จอห์น
mcentire	แม็กเคินไทร์
mcevoy	แม็กเคอวอย
mcfadden	เมิกแฟดเดิ่น
mcfadyen	เมิ่กแฟเดี่ยน
mcfall	เมิกฟอล
mcfarlan	เมิ่กฟาร์เลิ่น
mcfarland	เมิกฟาร์เลินด์
mcfarlane	เมิกฟาร์เลิน
mcfarlin	เมิ่กฟาร์เลิ่น
mcfee	เมิ่กฟี
mcgahan	เมิ่กแกเฮิน
mcgarrity	เมิ่กแกร์เรอตี้
mcgarry	เมิ่กแกรี่
mcgarvey	เมิ่กการ์เวย์
mcgaughey	เมิ่กกอย
mcgavin	เมิ่กแกเวิ่น
mcgaw	เมิ่กกอ
mcgee	เมิกกี
mcgehee	เมิกกี
mcgeorge	เมิ่กจอร์จ
mcghee	เมิ่กกี
mcgibbon	เมิ่กกิ๊บเบิ่น
mcgiffin	เมิ่กกิ๊ฟฟิ่น
mcgill	เมิกกิล
mcgillicuddy	เมิ่กกิเลอเคอดี้
mcginley	เมิ่กกินลีย์
mcginnis	เมิ่กกีเนิส
mcginty	เมิกกินตี้
mcgivney	เมิ่กกีฟนีย์
mcglashan	เมิ่กแกลเชิ่น
mcglone	เมิ่กโลน
mcgoldrick	เมิ่กโกลด์เริ่ก
mcgonagle	เมิ่กกานาเกิล
mcgovern	เมิกกอเวิร์น
mcgovern, george	แม็กกัฟเวิร์น, จอร์จ
mcgowen	เมิ่กเกาเอิ้น
mcgrady	เมิ่กเกรดี้
mcgrane	เมิ่กเกรน
mcgraw	เมิกกรอว์
mcgraw-hill	แมกกรอว์-ฮิลล์
mcgregor	แม็กเกรเกอร์
mcgrew	เมิกกรู
mcgrory	เมิ่กกรอรี่
mcguffin	เมิ่กกัฟเฟิ่น
mcguigan	เมิกกีเกิ่น
mcguinness	เมิ่กกีเนิส
mcguire	เมิกไกวร์
mcgurk	เมิ่กเกิร์ก
mchale	เมิ่กเคล
mchardy	เมิ่กคาร์ดี้
mchenry	เมิกเคนรี่
mchugh	เมิกคิว
mcilroy	แม็กเคิลรอย
mcindoe	แม็กไอน์โด้
mcinerney	เมิกกินเนอร์นี่
mcinnes	เมิกกินเนิส
mcinnis	เมิกกินเนิส
mcintire	แม็กคินไทร์
mcintosh	แมกอินทอช
mcintyre	แม็กคินไทร์
mcivor	เมิ่กคีเวอร์
mckay	เมิกเกย์
mckean	เมิ่กคิ้น
mckechnie	เมิ่กเคกนี่
mckee	เมิกคี่
mckeever	เมิกคีเวอร์
mckeith	เมิกคิท
mckell	เมิ่กเคล
mckellar	เมิ่กเคเลอร์
mckelvey	แม็กเคอเวย์
mckelvie	แม็กเคิลวี่
mckendry	เมิ่กเคนดรี้
mckenna	เมิกเคนน่า
mckenney	เมิกเคนนีย์
mckenny	เมิกเคนนี่
mckenzie	เมิกเคนซี่
mckeon	เมิกเคี่ยน
mckernan	เมิ่กเคอร์เนิ่น
mckesson	แมกคีเซิน
mckibben	เมิกคีเบิ้น
mckibbin	เมิ่กคิบเบิ้น
mckie	เมิกคี่
mckiernan	เมิ่กเคียร์เนิ่น
mckillop	เมิ่กคีเลิป
mckim	เมิ่กคิ่ม
mckinlay	เมิ่กคินลีย์
mckinley, william	แมกคินลีย์, วิลเลียม
mckinney	เมิกคินนี่ย์
mckinnon	เมิกคินเนิ้น
mckinsey	เมิกคินซี่
mckinstry	เมิ่กคินสตรี่
mckissick	เมิ่กคิสซิก
mckittrick	เมิกคีตทริก
mcknight	เมิกไนท์
mckone	เมิ่กโคน
mckown	เมิ่กโคน
mckusick	เมิ่กคูซิก
mclachlan	เมิกคลักเลิน
mclain	เมิ่กเคลน
mclane	แม็กเลน
mclaren	เมิกเคลเริ่น
mclarty	เมิกคลาร์ตี้
mclaughlin	เมิกคลาฟลิน
mclaughlin, john	แม็กลากลิน, จอห์น
mclaurin	เมิ่กคลอเริ่น
mclean	เมิกคลีน
mclean, don	แม็กลีน, ดอน
mcleish	เมิกคลิช
mclellan	เมิ่กเคลเลิ่น
mclendon	เมิกเคลนเดิ่น
mclennan	เมิ่กเคลเนิ่น
mcleod	เมิกลาวด์
mclintock	เมิ่กคลินท็อก
mcloughlin	เมิ่กโคลลิ่น
mcluhan	เมิกคลูน
mclure	เมิ่กคลูร์
mcmahan	เมิกเมเฮิน
mcmahon	เมิกแมน
mcmanaman, steve	แมกมานามัน, สตีฟ
mcmanus	เมิกแมเนิส
mcmartin	เมิ่กมาร์เติ้น
mcmaster	เมิกมาสเตอร์
mcmasters	เมิ่กแมสเติร์ส
mcmath	เมิ่กแมท
mcmenamin	เมิ่กเมเนอเมิ่น
mcmillen	เมิกมิลเลิน
mcmillin	เมิ่กมิลิน
mcminn	เมิกมิน
mcmoran	เมิกมอเริน
mcmorris	เมิ่กมอร์เริส
mcmorrow	เมิ่กมอโร่
mcmullan	เมิ่กมัลเลิ่น
mcmullen	เมิ่กมัลเลิ่น
mcmullin	เมิ่กมัลเลิ่น
mcmurray	เมิกเมอเรย์
mcmurry	เมิกเมอร์รี่
mcmurtry	เมิกเมอร์ตรี
mcnab	เมิ่กแน็บ
mcnabb	เมิ่กแน็บ
mcnair	เมิ่กแนร์
mcnally	เมิกแนลลี่
mcnamara	แม็กเนอเมร่า
mcnamee	แม็กเนอมี่
mcnaught	เมิกน็อต
mcnaughton	เมิ่กนอเติ้น
mcneal	เมิ่กนิล
mcnealy	เมิกนิลลี่ย์
mcnee	เมิ่กนี่
mcneely	เมิกนีลี่
mcneil	เมิกเนล
mcneill	เมิกนิล
mcnichol	เมิ่กนีเคิล
mcnicholas	เมิ่กนิเคอเลิส
mcniff	เมิ่กนิฟ
mcnutt	เมิกนัต
mcparland	เมิ่กพาร์เลิ่นด์
mcphee	เมิกฟี่
mcpherson	เมิกเฟอร์สัน
mcquade	เมิกเวิร์ด
mcqueen	เมิกควีน
mcqueen, steve	แมกควีน, สตีฟ
mcquillan	เมิ่กควิลเลิ่น
mcrae	เมิกเคร
mcreynolds	เมิ่กเครย์เนิลด์ส
mcrt	เอ็มซีอาร์ที
mcshane	เมิ่กเชน
mctaggart	เมิ่กแท็กเกิร์ต
mctiernan	เมิกไทเออร์เนิน
mcveigh	เมิกเวจ์
mcvey	เมิกเวย์
mcvicar	เมิ่กวีเคอร์
mcvicker	เมิ่กวีเคอร์
mcvie	เมิกวี่
mcwilliams	เมิ่กวิลเยิ่มส์
md	เอ็มดี
mdl	เอ็มดีแอล
me	มี
mea	มี
meacham	มีเชิม
mead	มีด
mead, margaret	มีด, มาร์กาเรต
meadon	เมเดิ้น
meador	มีเดอร์
meadow	เมโดว์
meadow fescue	เมดโดว์เฟสเคียว
meadows	เมโดวส์
meagher	มีเกอร์
meakin	มีคิ้น
mealey	มีลีย์
mean	มีน
meaney	มีนีย์
means	มีนส์
meanwell	มีนเวลล์
meany	มีนี
mears	เมียร์ส
mease	มิส
measure	เมเชอร์
measures	เมสเชิร์ส
meat	มีต
meat loaf	มีตโลฟ
meatball	มีตบอล
meath	มีท
mecca	เมกกะ
mechanic	เมแคนิก
mecklenburg	เม็กเคลนเบิร์ก
mecom	เม็กเคิ่ม
mecum	เมเคิ่ม
medalie	เมเดอลี่
medas	เม็ดเดิส
medawar	เมดาวอร์
medeiros	เมดีโรส
meder	มิเดอร์
mederos	เมเดอโรส
medford	เม็ดเฟิร์ด
medhurst	เมกเฮิร์สต
media	มีเดีย
medicine ball	เมดิซีนบอล
medicus	เมดีเคิส
medill	เมดิล
medina	เมดิน่า
mediterranean	เมดิเตอร์เรเนียน
medium	มีเดียม
medium rare	มีเดียมแรร์
medley	เมดลี่
medlock	เม็ดล็อก
medrano	เมดราโน่
medulla	เมดัลลา
medullary	เมดัลลารี
medway	เมดเวย์
medwin	เมดวิ่น
mee	มี
meeder	มีเดอร์
meegan	มีเกิ่น
meek	มีก
meeker	มีเคอร์
meekins	มีคินส์
meeks	มีกส์
meerman	เมียเมิ่น
mees	มีส์
meese	มีส
meet	มีต
meeting	มีตติง
meg	เมก
mega	เมกะ
megabyte	เมกะไบต์
megacycle	เมกะไซเกิล
megahertz	เมกะเฮิรตซ์
megalith	เมกะลิท
megalopolis	เมกะโลโปลิส
megaproject	เมกะโปรเจกต์
megaspore	เมกะสปอร์
megathermal	เมกาเทอร์มัล
megaton	เมกะตัน
megawatt	เมกะวัตต์
mehl	เมล
mehle	เมเฮิล
mehren	เมเริ่น
meid	มิด
meier	ไมเออร์
meigs	ไมส์
meiji	เมจิ
meikle	มีเคิล
meiklejohn	มีเคิลจอน
meiling	เมลิง
mein	มิน
meinberg	เมนเบิร์ก
meinecke	ไมนิก
meiobar	เมโอบาร์
meiosis	ไมโอซิส
meir, golda	แมร์, โกลดา
meisel	ไมเซิล
meisen	ไมนเซิ่น
meisler	ไมเซอเลอร์
meisner	ไมส์เนอร์
meissner	ไมสเนอร์
mejid	เมจิด
melamine	เมลามีน
melanchthon	เมเลินช์เทิน
melancthon	เมเลิงก์เทิน
meland	เมเลิน
melander	เมเลินเดอร์
melanie	เมลานี
melanite	เมลานิน
melanocetes	เมลาโนซีเตส
melas	เมลเลิส
melba	เมลบ้า
melbourn	เมลเบิร์น
melbourne	เมลเบิร์น
melby	เมลบี้
melbye	เมลบี้
melcher	เมลเชอร์
melchers	เมลเชิร์ส
melchert	เมลเชิร์ต
melchior	เมลชีเออร์
melchor	เมลเชอร์
meldrum	เมลเดริม
mele	มิล
melendez	เมิกเลนเดส
melfi	เมลฟี่
melhem	เมลเฮิม
melhus	เมลฮิส
melick	เมลิก
melinda	เมลินดา
meling	เมลิ่ง
melissa	เมอลิสเซอ
melius	มิลีอิส
mell	เมล
mellen	เมลเลิน
mellencamp, john (cougar)	เมลเลนแคมป์, จอห์น (คูการ์)
meller	เมลเลอร์
melles	เมลส์
mellet	เมลลิต
mellett	เมลลิตต์
melling	เมลลิ่ง
mellinger	เมลีเงอร์
mellis	เมลลิส
mellish	เมลลิช
mello	แมลโล
mellon	เมลเลิน
mellor	เมลเลอร์
mellorite	เมลโลไรต์
mellors	เมลเลิร์ส
mellot	เมลล็อต
mellott	เมเลิต
melly	เมลลี่
melnick	เมลนิก
meloche	เมลโลคี้
melodeon	เมโลเดียน
melodica	เมโลดิกา
melodrama	เมโลดรามา
melody	เมลละดี้
melon	เมลอน
melone	เมโลนี่
meloy	เมลอย
melrose	เมลโรส
melson	เมลสัน
meltami	เมลเตมี
meltemi	เมลเตมี
melton	เมลเติน
meltzer	เมลต์เซอร์
melville	เมลวิลล์
melville, herman	เมลวิลล์, เฮอร์แมน
melvin	เมลวิน
melvyn	เมลวิน
melzer	เมลเซอร์
member	เมมเบอร์
member club	เมมเบอร์คลับ
memling	เมมลิง
memorex	เมมอเร็กส์
memory	เมมโมรี
memory effect	เมมโมรีเอฟเฟกต์
memory stick	เมมโมรีสติก
memphis	เมมฟิส
menard	มีนาร์ด
menashe	เมเนิช
mence	เมนส์
mencken	เมงเคิน
mendel	เมลเดล
mendel, gregor johann	เมนเดล, เกรเกอร์ โยฮันน์
mendelevium	เมนเดลีเวียม
mendeleyev, dmitri	เมนเดเลเยฟ, ดมีตรี
mendell	เมนเดล
mendels	เมนเดิลส์
mendelssohn, felix	เมนเดลส์โซน,เฟลิกซ์
menden	เมนเดิ้น
mendenhall	เมนเดิ้นฮอล
mendez	เมนเดส
mendon	เมนเดิ่น
mendoza	เมนโดซ่า
mends	เมนด์ส
menear	มีเนียร์
menefee	เมเนฟี่
menelaus	เมเนเลอัส
menelik	เมเนลิก
menge	เมนจ์
mengel	เมงเกิล
menger	เมนเจอร์
menges	เมนจิส
menhaden	เมนเฮเดน
menhir	เมนฮีร์
menifee	เมนีฟี่
menip	เมนิป
menis	เมนิส
menken, alan	เมนเกน, แอลัน
menkes	แมงก์ส
mennen	เมนเนิน
menning	เมนิ่ง
menotti	เมโนตี้
mensel	เมนเซิล
menses	เมนส์
menshevik	เมนเชวิค
menter	เมนเตอร์
menthol	เมนทอล
menton	เมนเติน
mentor	เมนทอร์
mentz	เมนต์ส
menu	เมนู
menuhin	เมอนูฮิน
menut	เมนัต
menville	เมนวิล
menz	เมนส์
menzel	เมนเซิล
menzies	เมนซิส
meola	มีอาล่า
mer	เมร์
mercalli	เมร์กัลลี
mercaptan	เมอร์แคปแทน
mercator	เมอร์เคเตอร์
mercer, johnny	เมอร์เซอร์, จอห์นนี
merchant	เมอร์เชิ่นต์
mercier	เมอร์ซีเออร์
merck	เมิร์ก
mercure	เมอร์เคียว
mercury	เมอร์คิวรี
mercy	เมอร์ซี่
mere	เมียร์
meredith	เมเรดิท
meriam	มีเรี่ยม
merian	เมเรี่ยน
merica	เมรีค่า
meridian	เมริเดียน
merilyn	เมเออเริลลิน
meringue	เมอร์แรง
merioneth	เมริโอเนท
merit	เมริต
merivale	เมเออไรวัล
meriwether	เมรี่เวทเทอร์
merk	เมิร์ก
merker	เมอร์เคอร์
merkin	เมอร์คิ้น
merle	เมิร์ล
merleau-ponty, maurice	แมร์โล-ปงตี, โมรีซ
merletti	เมอร์ลิตตี้
merlin	เมอร์ลิน
merman	เมอร์แมน
mermelstein	เมอร์มัลสไตน์
merokarst	เมโรคาสต์
merrell	แมร์เริลล์
merrett	แมร์ริต
merriam	แมร์เรียม
merrick	แมร์ริก
merricks	แมร์ริกส์
merrifield	แมร์รี่ฟิลด์
merrill	เมอร์ริลล์
merrimac	เมอร์ริแมก
merritt	เมอร์ริตต์
merrow	เมร์โรว์
merry	เมรี
merryman	แมร์รี่เมิ่น
merseberg	เมอร์สเบิร์ก
mersey	เมอร์ซี่
mershon	เมอร์เชิ่น
merson	เมอร์สัน
mertens	เมอร์เตินส์
merthyr	เมอร์เทียร์
mertins	เมอร์ตินส์
merton, thomas	เมอร์ตัน, ทอมัส
mertz	เมตส์
mervin	เมอร์วิ้น
mervyn	เมอร์วิน
merwin	เมอร์วิ่น
meryl	แมร์เริล
merz	เมิร์ส
mesa	เมซา
meserve	เมเซิร์ฟ
meseta	เมเซตา
mesh	เมช
mesic	เมสิก
meside	มีไซด์
meso	มีโซ
mesoderm	เมโซเดิร์ม
mesokarst	เมโซคาสต์
meson	มีซอน
mesophilic	เมโซฟิลิก
mesophyte	เมโซไฟต์
mesoshere	เมโซสเฟียร์
mesosiderite	มีโซซิเดอไรต์
mesosphere	เมโซสเฟียร์
mesozoic	มีโซโซอิก
message	เมสเซจ
messel	เมสเซิล
messer	เมสเซอร์
messick	เมซิก
messier	เมสซีเออร์
messina	มิสซีน่า
messing	เมสซิ่ง
messinger	เมซิเงอร์
messmore	เมสมอร์
messner	เมสเนอร์
mesta	เมสต้า
mestizo	เมสติโซ
mesurado	เมซูราโด
met	เมต
meta	มิตท่า
metabolism	เมแทบอลิซึม
metabolite	เมตะบอไลต์
metabolites	เมแทโบไลทซ์
metacompiler	เมทาคอมไพเลอร์
metalimnion	เมแทลิมนัน
metallics	เมแทลลิกส์
metaphase	เมทาเฟส
metayage	เมตายาช
metazoa	เมทาซัว
metcalf	เม็ตแคฟ
meter	มิเตอร์
methane	มีเทน
methanol	เมทานอล
metheny	เมทีนี่
method	เมทอด
methuen	เมทูน
methven	เมทเวิ่น
methyl alcohol	เมทิลแอลกอฮอล์
methyl-alcohol	เมทิลแอลกอฮอล์
methyl-orange	เมทีล-ออเรนจ์
methylalcohol	เมทิลแอลกอฮอล์
methylene blue	เมทิลีนบลู
metre	เมตร
metric	เมตริก
metric ton	เมตริกตัน
metric-ton	เมตริกตัน
metricton	เมตริกตัน
metropolis	เมโทรโปลิส
metten	เมตเติ้น
mettler	เม็ตเลอร์
metts	เม็ตส์
metz	เมตส์
metzger	เม็ตสเกอร์
metzler	เม็ตสเลอร์
metzner	เม็ตส์เนอร์
meusel	เมอเซิล
meuser	มอยเซอร์
mexborough	เม็กส์เบอโร่
mexico	เม็กซิโก
mexico city	เม็กซิโกซิตี
meyer	ไมย์เออร์
meyerhoff	ไมเออร์ฮอฟ
meyerowitz	ไมเออเรอวิตส์
meyers	ไมเยอร์ส
meyerson	ไมเออร์สัน
meyl	เมล
meyne	เมน
meynell	เมเนิล
meyrick	เมริก
mezey	เมซีย์
mezvinsky	เมสวินสกี้
mezzano	เมตซาโน่
mezzo-soprano	เมซโซโซปราโน
mfn	เอ็มเอฟเอ็น
mgd	เอ็มจีดี
mho	โม
miami	ไมอามี
mic	เอ็มไอซี
mica	ไมกา
mica schist	ไมกาชิสต์
micah	มิกคาห์
micawber	มิคอเบอร์
miceli	มิเชลี่
micelle	ไมเซลล์
mich	มิช
michael	มิคาเอล
michael, george	ไมเคิล, จอร์จ
michael, joni	ไมเคิล, โจนี
michaelis	ไมเคลิส
michaels	ไมเคิลส์
michaelson	ไมเคิลสัน
michalis	ไมเชอลิส
michalka	ไมแชก้า
michalski	มิชาลสกี้
michaud	มิโช
michelin	มิเชอลิน
micheline	มิเชอเลิ่น
michelle	มิเชลล์
michels	มิเชลส์
michelson	ไมเคลสัน
michelson-morley	ไมเคิลสัน-มอร์เลย์
michener	มิชเนอร์
michie	มิชี
michigan	มิชิแกน
michler	มิชเลอร์
michon	มิเชิน
mick	มิก
mickel	มิกเคิล
mickelson	มิเคิลสัน
mickey	มิกกีย์
mickey mouse	มิกกีเมาส์
micki	มิคี่
mickle	มีเคิล
micklethwait	มิกลิตเวิต
micks	มิกส์
micky	มิกกี
micol	มิคอล
micr	เอ็มไอซีอาร์
micro	ไมโคร
microaerophils	ไมโครแอโรฟิล
microchip	ไมโครชิป
microcline	ไมโครไคลน์
microcomputer	ไมโครคอมพิวเตอร์
microfiche	ไมโครฟิช
microfilm	ไมโครฟิล์ม
microgram	ไมโครกรัม
microgramme	ไมโครกรัม
microgranite	ไมโครแกรนิต
microlite	ไมโครไลต์
microliter	ไมโครลิตร
microlitre	ไมโครลิตร
micrometer	ไมโครมิเตอร์
micrometre	ไมโครเมตร
micron	ไมครอน
micronesia	ไมโครนีเซีย
microperthite	ไมโครเพอร์ไทต์
microphone	ไมโครโฟน
microphytes	ไมโครไฟต์
microprocessor	ไมโครโปรเซสเซอร์
microprogram	ไมโครโปรแกรม
micropyle	ไมโครไพล์
microscope	ไมโครสโคป
microskirt	ไมโครสเกิร์ต
microtechnique	ไมโครเทคนิค
microthrix parvicella	ไมโครทริกซ์พาร์วิเซลลาร์
microvilli	ไมโครวิลไล
microwave	ไมโครเวฟ
mid term	มิดเทอม
middendorf	มิดเดิ้นดอร์ฟ
middle	มิดเดิล
middle weight	มิดเดิลเวต
middlebrook	มิดเดิลบรู๊ก
middlebush	มิดเดิลลีบุ๊ช
middlesbrough	มิดเดิลสโบร
middleton	มิดดัลทั่น
middleweight	มิดเดิลเวต
mider	มีเดอร์
midgley	มิจลีย์
midhurst	มิดเฮิสต์
midi	มิดิ
midi skirt	มิดิสเกิร์ต
midkiff	มิดคิฟ
midlands	มิดแลนดส์
midleton	มิดเดิลเติ้น
midnight	มิดไนต์
midway	มิดเวย์
midyear	มิดเยียร์
mier	ไมเออร์
miernik	ไมร์นิก
miers	ไมเอิร์ส
