A BOMB	เอบอมบ์
MCGONAGLE	เมิ่กกานาเกิล
MCGOVERN, GEORGE	แม็กกัฟเวิร์น, จอร์จ
MCGOWEN	เมิ่กเกาเอิ้น
MCGRANE	เมิ่กเกรน
MCGRAW-HILL	แมกกรอว์-ฮิลล์
MCGREGOR	แม็กเกรเกอร์
MCGREW	เมิกกรู
MCGRORY	เมิ่กกรอรี่
MCGUFFIN	เมิ่กกัฟเฟิ่น
MCGUINNESS	เมิ่กกีเนิส
MCGUIRE	เมิกไกวร์
MCHARDY	เมิ่กคาร์ดี้
MCHENRY	เมิกเคนรี่
MCHUGH	เมิกคิว
MCILROY	แม็กเคิลรอย
MCINERNEY	เมิกกินเนอร์นี่
MCINNES	เมิกกินเนิส
MCINNIS	เมิกกินเนิส
MCINTIRE	แม็กคินไทร์
MCINTOSH	แมกอินทอช
MCINTYRE	แม็กคินไทร์
MCIVOR	เมิ่กคีเวอร์
MCKAY	เมิกเกย์
MCKEAN	เมิ่กคิ้น
MCKECHNIE	เมิ่กเคกนี่
MCKEE	เมิกคี่
MCKEITH	เมิกคิท
MCKELLAR	เมิ่กเคเลอร์
MCKELVEY	แม็กเคอเวย์
MCKELVIE	แม็กเคิลวี่
MCKENNA	เมิกเคนน่า
MCKENNEY	เมิกเคนนีย์
MCKENNY	เมิกเคนนี่
MCKENZIE	เมิกเคนซี่
MCKEON	เมิกเคี่ยน
MCKERNAN	เมิ่กเคอร์เนิ่น
MCKESSON	แมกคีเซิน
MCKIBBEN	เมิกคีเบิ้น
MCKIBBIN	เมิ่กคิบเบิ้น
MCKIE	เมิกคี่
MCKIERNAN	เมิ่กเคียร์เนิ่น
MCKILLOP	เมิ่กคีเลิป
MCKIM	เมิ่กคิ่ม
MCKINLAY	เมิ่กคินลีย์
MCKINLEY	เมิกคินลีย์
MCKINLEY, WILLIAM	แมกคินลีย์, วิลเลียม
MCKINNEY	เมิกคินนี่ย์
MCKINNON	เมิกคินเนิ้น
MCKINSEY	เมิกคินซี่
MCKISSICK	เมิ่กคิสซิก
MCKITTRICK	เมิกคีตทริก
MCKNIGHT	เมิกไนท์
MCKONE	เมิ่กโคน
MCKOWN	เมิ่กโคน
MCKUSICK	เมิ่กคูซิก
MCLACHLAN	เมิกคลักเลิน
MCLAGLEN	เมิ่กคลาเกอเลิ่น
MCLAIN	เมิ่กเคลน
MCLAREN	เมิกเคลเริ่น
MCLARTY	เมิกคลาร์ตี้
MCLAUGHLIN	เมิกคลาฟลิน
MCLAUGHLIN, JOHN	แม็กลากลิน, จอห์น
MCLAURIN	เมิ่กคลอเริ่น
MCLEAN	เมิกคลีน
MCLEAN, DON	แม็กลีน, ดอน
MCLEISH	เมิกคลิช
MCLELLAN	เมิ่กเคลเลิ่น
MCLENDON	เมิกเคลนเดิ่น
MCLENNAN	เมิ่กเคลเนิ่น
MCLEOD	เมิกลาวด์
MCLINTOCK	เมิ่กคลินท็อก
MCLOUGHLIN	เมิ่กโคลลิ่น
MCLUHAN	เมิกคลูน
MCLURE	เมิ่กคลูร์
MCMAHON	เมิกแมน
MCMANAMAN, STEVE	แมกมานามัน, สตีฟ
MCMANUS	เมิกแมเนิส
MCMARTIN	เมิ่กมาร์เติ้น
MCMASTER	เมิกมาสเตอร์
MCMASTERS	เมิ่กแมสเติร์ส
MCMATH	เมิ่กแมท
MCMENAMIN	เมิ่กเมเนอเมิ่น
MCMILLEN	เมิกมิลเลิน
MCMILLIN	เมิ่กมิลิน
MCMINN	เมิกมิน
MCMORAN	เมิกมอเริน
MCMORRIS	เมิ่กมอร์เริส
MCMULLAN	เมิ่กมัลเลิ่น
MCMULLEN	เมิ่กมัลเลิ่น
MCMULLIN	เมิ่กมัลเลิ่น
MCMURRAY	เมิกเมอเรย์
MCMURRY	เมิกเมอร์รี่
MCNABB	เมิ่กแน็บ
MCNAIR	เมิ่กแนร์
MCNALLY	เมิกแนลลี่
MCNAMARA	แม็กเนอเมร่า
MCNAMEE	แม็กเนอมี่
MCNAUGHT	เมิกน็อต
MCNAUGHTON	เมิ่กนอเติ้น
MCNEAL	เมิ่กนิล
MCNEALY	เมิกนิลลี่ย์
MCNEE	เมิ่กนี่
MCNEELY	เมิกนีลี่
MCNEIL	เมิกเนล
MCNEILE	แมกนีล
MCNICHOL	เมิ่กนีเคิล
MCNICHOLAS	เมิ่กนิเคอเลิส
MCNICHOLS	เมิ่กนีเคิลส์
MCNIFF	เมิ่กนิฟ
MCNUTT	เมิกนัต
MCPARLAND	เมิ่กพาร์เลิ่นด์
MCPHEE	เมิกฟี่
MCPHERSON	เมิกเฟอร์สัน
MCQUADE	เมิกเวิร์ด
MCQUEEN	เมิกควีน
MCQUEEN, STEVE	แมกควีน, สตีฟ
MCQUILLAN	เมิ่กควิลเลิ่น
MCRAE	เมิกเคร
MCREYNOLDS	เมิ่กเครย์เนิลด์ส
MCSHANE	เมิ่กเชน
MCTAGGART	เมิ่กแท็กเกิร์ต
MCTIERNAN	เมิกไทเออร์เนิน
MCVEIGH	เมิกเวจ์
MCVEY	เมิกเวย์
MCVICKER	เมิ่กวีเคอร์
MCVIE	เมิกวี่
MCWILLIAMS	เมิ่กวิลเยิ่มส์
MD	เอ็มดี
MDL	เอ็มดีแอล
ME	มี
MEA	มี
MEACHAM	มีเชิม
MEAD	มีด
MEADE	มิด
MEADON	เมเดิ้น
MEADOR	มีเดอร์
MEADOW FESCUE	เมดโดว์เฟสเคียว
MEADOWS	เมโดวส์
MEAKIN	มีคิ้น
MEAL	มีล
MEALEY	มีลีย์
MEAN	มีน
MEANEY	มีนีย์
MEANS	มีนส์
MEANWELL	มีนเวลล์
MEANY	มีนี
MEARNS	เมิร์นส์
MEARS	เมียร์ส
MEASE	มิส
MEASURE	เมเชอร์
MEAT	มีต
MEAT LOAF	มีตโลฟ
MEATBALL	มีตบอล
MEATH	มีท
MECCA	เมกกะ
MECHANIC	เมแคนิก
MECKLENBURG	เม็กเคลนเบิร์ก
MECOM	เม็กเคิ่ม
MECUM	เมเคิ่ม
MEDALIE	เมเดอลี่
MEDAS	เม็ดเดิส
MEDAWAR	เมดาวอร์
MEDEIROS	เมดีโรส
MEDEROS	เมเดอโรส
MEDFORD	เม็ดเฟิร์ด
MEDHURST	เมกเฮิร์สต
MEDIA	มีเดีย
MEDICINE BALL	เมดิซีนบอล
MEDICUS	เมดีเคิส
MEDILL	เมดิล
MEDINA	เมดิน่า
MEDITERRANEAN	เมดิเตอร์เรเนียน
MEDIUM	มีเดียม
MEDIUM RARE	มีเดียมแรร์
MEDLOCK	เม็ดล็อก
MEDULLA	เมดัลลา
MEDULLARY	เมดัลลารี
MEDWAY	เมดเวย์
MEDWIN	เมดวิ่น
MEE	มี
MEEDER	มีเดอร์
MEEGAN	มีเกิ่น
MEEK	มีก
MEEKER	มีเคอร์
MEEKINS	มีคินส์
MEEKS	มีกส์
MEERMAN	เมียเมิ่น
MEES	มีส์
MEESE	มีส
MEET	มีต
MEETING	มีตติง
MEG	เมก
MEGA	เมกะ
MEGABYTE	เมกะไบต์
MEGAHERTZ	เมกะเฮิรตซ์
MEGALITH	เมกะลิท
MEGAPROJECT	เมกะโปรเจกต์
MEGASPORE	เมกะสปอร์
MEGATON	เมกะตัน
MEGAWATT	เมกะวัตต์
MEHL	เมล
MEHLE	เมเฮิล
MEHREN	เมเริ่น
MEID	มิด
MEIER	ไมเออร์
MEIGS	ไมส์
MEIJI	เมจิ
MEIKLEJOHN	มีเคิลจอน
MEILING	เมลิง
MEIN	มิน
MEINBERG	เมนเบิร์ก
MEINECKE	ไมนิก
MEIOBAR	เมโอบาร์
MEIR, GOLDA	แมร์, โกลดา
MEISEL	ไมเซิล
MEISEN	ไมนเซิ่น
MEISLER	ไมเซอเลอร์
MEISSNER	ไมสเนอร์
MEJID	เมจิด
MELAMINE	เมลามีน
MELANCHTHON	เมเลินช์เทิน
MELANCTHON	เมเลิงก์เทิน
MELANIE	เมลานี
MELANITE	เมลานิน
MELAS	เมลเลิส
MELBA	เมลบ้า
MELBOURN	เมลเบิร์น
MELBOURNE	เมลเบิร์น
MELBY	เมลบี้
MELCHER	เมลเชอร์
MELCHERS	เมลเชิร์ส
MELCHERT	เมลเชิร์ต
MELCHIOR	เมลชีเออร์
MELCHOR	เมลเชอร์
MELE	มิล
MELFI	เมลฟี่
MELHEM	เมลเฮิม
MELHUS	เมลฮิส
MELICK	เมลิก
MELINDA	เมลินดา
MELING	เมลิ่ง
MELISSA	เมอลิสเซอ
MELIUS	มิลีอิส
MELL	เมล
MELLEN	เมลเลิน
MELLENCAMP, JOHN (COUGAR)	เมลเลนแคมป์, จอห์น (คูการ์)
MELLES	เมลส์
MELLET	เมลลิต
MELLETT	เมลลิตต์
MELLING	เมลลิ่ง
MELLINGER	เมลีเงอร์
MELLIS	เมลลิส
MELLISH	เมลลิช
MELLO	แมลโล
MELLON	เมลเลิน
MELLOR	เมลเลอร์
MELLORITE	เมลโลไรต์
MELLORS	เมลเลิร์ส
MELLOT	เมลล็อต
MELLOTT	เมเลิต
MELLY	เมลลี่
MELNICK	เมลนิก
MELOCHE	เมลโลคี้
MELODEON	เมโลเดียน
MELODICA	เมโลดิกา
MELODY	เมลละดี้
MELON	เมลอน
MELONE	เมโลนี่
MELOY	เมลอย
MELROSE	เมลโรส
MELSON	เมลสัน
MELTAMI	เมลเตมี
MELTON	เมลเติน
MELTZER	เมลต์เซอร์
MELVILLE	เมลวิลล์
MELVIN	เมลวิน
MELVYN	เมลวิน
MELZER	เมลเซอร์
MEMBER	เมมเบอร์
MEMLING	เมมลิง
MEMOREX	เมมอเร็กส์
MEMORY	เมมโมรี
MEMORY EFFECT	เมมโมรีเอฟเฟกต์
MEMORY STICK	เมมโมรีสติก
MEMPHIS	เมมฟิส
MENARD	มีนาร์ด
MENASHE	เมเนิช
MENCE	เมนส์
MENCKEN	เมงเคิน
MENDEL, GREGOR JOHANN	เมนเดล, เกรเกอร์ โยฮันน์
MENDELEVIUM	เมนเดลีเวียม
MENDELEYEV, DMITRI	เมนเดเลเยฟ, ดมีตรี
MENDELL	เมนเดล
MENDELS	เมนเดิลส์
MENDELSSOHN, FELIX	เมนเดลส์โซน,เฟลิกซ์
MENDENHALL	เมนเดิ้นฮอล
MENDEZ	เมนเดส
MENDON	เมนเดิ่น
MENDOZA	เมนโดซ่า
MENEAR	มีเนียร์
MENEFEE	เมเนฟี่
MENELIK	เมเนลิก
MENGEL	เมงเกิล
MENGER	เมนเจอร์
MENGES	เมนจิส
MENHADEN	เมนเฮเดน
MENIFEE	เมนีฟี่
MENIP	เมนิป
MENIS	เมนิส
MENKEN, ALAN	เมนเกน, แอลัน
MENKES	แมงก์ส
MENNEN	เมนเนิน
MENNING	เมนิ่ง
MENOTTI	เมโนตี้
MENSEL	เมนเซิล
MENSES	เมนส์
MENSHEVIK	เมนเชวิค
MENTER	เมนเตอร์
MENTON	เมนเติน
MENTOR	เมนทอร์
MENTZ	เมนต์ส
MENU	เมนู
MENUHIN	เมอนูฮิน
MENUT	เมนัต
MENVILLE	เมนวิล
MENZ	เมนส์
MENZEL	เมนเซิล
MENZIES	เมนซิส
MEOLA	มีอาล่า
MERCALLI	เมร์กัลลี
MERCAPTAN	เมอร์แคปแทน
MERCATOR	เมอร์เคเตอร์
MERCHANT	เมอร์เชิ่นต์
MERCIER	เมอร์ซีเออร์
MERCK	เมิร์ก
MERCURE	เมอร์เคียว
MERCURIO	เมอร์คูริโอ้
MERCURY	เมอร์คิวรี
MERCY	เมอร์ซี่
MERE	เมียร์
MEREDITH	เมเรดิท
MERIAM	มีเรี่ยม
MERIAN	เมเรี่ยน
MERICA	เมรีค่า
MERIDIAN	เมริเดียน
MERILL	เมเออริล
MERILYN	เมเออเริลลิน
MERINGUE	เมอร์แรง
MERIONETH	เมริโอเนท
MERIT	เมริต
MERIWETHER	เมรี่เวทเทอร์
MERK	เมิร์ก
MERKEL	เมอร์เคิล
MERKER	เมอร์เคอร์
MERKIN	เมอร์คิ้น
MERLE	เมิร์ล
MERLEAU-PONTY, MAURICE	แมร์โล-ปงตี, โมรีซ
MERLETTI	เมอร์ลิตตี้
MERLIN	เมอร์ลิน
MERMELSTEIN	เมอร์มัลสไตน์
MEROKARST	เมโรคาสต์
MERRELL	แมร์เริลล์
MERRETT	แมร์ริต
MERRIAM	แมร์เรียม
MERRICK	แมร์ริก
MERRICKS	แมร์ริกส์
MERRIFIELD	แมร์รี่ฟิลด์
MERRIMAC	เมอร์ริแมก
MERRIMAN	แมร์รี่เมิ่น
MERRIT	แมร์ริต
MERRITT	เมอร์ริตต์
MERROW	เมร์โรว์
MERRY	เมรี
MERSEY	เมอร์ซี่
MERSHON	เมอร์เชิ่น
MERSON	เมอร์สัน
MERTENS	เมอร์เตินส์
MERTINS	เมอร์ตินส์
MERTON, THOMAS	เมอร์ตัน, ทอมัส
MERTZ	เมตส์
MERVIN	เมอร์วิ้น
MERVYN	เมอร์วิน
MERWIN	เมอร์วิ่น
MERYL	แมร์เริล
MERZ	เมิร์ส
MESA	เมซา
MESERVE	เมเซิร์ฟ
MESETA	เมเซตา
MESH	เมช
MESIC	เมสิก
MESIDE	มีไซด์
MESODERM	เมโซเดิร์ม
MESOKARST	เมโซคาสต์
MESON	มีซอน
MESOPHILIC	เมโซฟิลิก
MESOPHYTE	เมโซไฟต์
MESOSHERE	เมโซสเฟียร์
MESOSIDERITE	มีโซซิเดอไรต์
MESOSPHERE	เมโซสเฟียร์
MESOZOIC	มีโซโซอิก
MESSEL	เมสเซิล
MESSENGER	เมสเซนเจอร์
MESSER	เมสเซอร์
MESSICK	เมซิก
MESSIER	เมสซีเออร์
MESSING	เมสซิ่ง
MESSINGER	เมซิเงอร์
MESSMORE	เมสมอร์
MESSNER	เมสเนอร์
MESTA	เมสต้า
MESTIZO	เมสติโซ
MESURADO	เมซูราโด
MET	เมต
META	มิตท่า
METABOLISM	เมแทบอลิซึม
METABOLITE	เมตะบอไลต์
METABOLITES	เมแทโบไลทซ์
METACOMPILER	เมทาคอมไพเลอร์
METALIMNION	เมแทลิมนัน
METALLICS	เมแทลลิกส์
METAPHASE	เมทาเฟส
METAPHYTA	เมทาไฟตา
METAYAGE	เมตายาช
METAZOA	เมทาซัว
METCALF	เม็ตแคฟ
METCALFE	เม็ตเคิล์ฟ
METER	มิเตอร์
METHANE	มีเทน
METHANOL	เมทานอล
METHENY	เมทีนี่
METHOD	เมทอด
METHUEN	เมทูน
METHVEN	เมทเวิ่น
METHYL ALCOHOL	เมทิลแอลกอฮอล์
METHYL-ALCOHOL	เมทิลแอลกอฮอล์
METHYL-ORANGE	เมทีล-ออเรนจ์
METHYLALCOHOL	เมทิลแอลกอฮอล์
METHYLENE BLUE	เมทิลีนบลู
METRE	เมตร
METRIC	เมตริก
METRIC TON	เมตริกตัน
METRIC-TON	เมตริกตัน
METRICTON	เมตริกตัน
METROPOLIS	เมโทรโปลิส
METTLER	เม็ตเลอร์
METTS	เม็ตส์
METZ	เมตส์
METZGER	เม็ตสเกอร์
METZLER	เม็ตสเลอร์
METZNER	เม็ตส์เนอร์
MEUSEL	เมอเซิล
MEUSER	มอยเซอร์
MEXBOROUGH	เม็กส์เบอโร่
MEXICO	เม็กซิโก
MEXICO CITY	เม็กซิโกซิตี
MEYER	ไมย์เออร์
MEYEROWITZ	ไมเออเรอวิตส์
MEYERS	ไมเยอร์ส
MEYERSON	ไมเออร์สัน
MEYL	เมล
MEYNE	เมน
MEYNELL	เมเนิล
MEYRICK	เมริก
MEZEY	เมซีย์
MEZVINSKY	เมสวินสกี้
MEZZANO	เมตซาโน่
MEZZO-SOPRANO	เมซโซโซปราโน
MFN	เอ็มเอฟเอ็น
MGD	เอ็มจีดี
MHO	โม
MIAMI	ไมอามี
MIC	เอ็มไอซี
MICA	ไมกา
MICA SCHIST	ไมกาชิสต์
MICAH	มิกคาห์
MICAWBER	มิคอเบอร์
MICELI	มิเชลี่
MICELLE	ไมเซลล์
MICH	มิช
MICHAEL	มิคาเอล
MICHAEL, GEORGE	ไมเคิล, จอร์จ
MICHAEL, JONI	ไมเคิล, โจนี
MICHAELIS	ไมเคลิส
MICHAELS	ไมเคิลส์
MICHAELSON	ไมเคิลสัน
MICHALIS	ไมเชอลิส
MICHALKA	ไมแชก้า
MICHAUD	มิโช
MICHELIN	มิเชอลิน
MICHELINE	มิเชอเลิ่น
MICHELLE	มิเชลล์
MICHELS	มิเชลส์
MICHELSON-MORLEY	ไมเคิลสัน-มอร์เลย์
MICHENER	มิชเนอร์
MICHIE	มิชี
MICHIGAN	มิชิแกน
MICHLER	มิชเลอร์
MICHON	มิเชิน
MICK	มิก
MICKEL	มิกเคิล
MICKELSON	มิเคิลสัน
MICKEY	มิกกีย์
MICKI	มิคี่
MICKLE	มีเคิล
MICKLETHWAIT	มิกลิตเวิต
MICKS	มิกส์
MICKY	มิกกี
MICOL	มิคอล
MICR	เอ็มไอซีอาร์
MICRO	ไมโคร
MICROAEROPHILIC	ไมโครแอโรฟิลิก
MICROAEROPHILS	ไมโครแอโรฟิล
MICROCHIP	ไมโครชิป
MICROCLINE	ไมโครไคลน์
MICROCOMPUTER	ไมโครคอมพิวเตอร์
MICROFICHE	ไมโครฟิช
MICROFILM	ไมโครฟิล์ม
MICROGRAM	ไมโครกรัม
MICROGRAMME	ไมโครกรัม
MICROGRANITE	ไมโครแกรนิต
MICROLITE	ไมโครไลต์
MICROLITER	ไมโครลิตร
MICROLITRE	ไมโครลิตร
MICROMETER	ไมโครมิเตอร์
MICROMETRE	ไมโครเมตร
MICRON	ไมครอน
MICRONESIA	ไมโครนีเซีย
MICROPERTHITE	ไมโครเพอร์ไทต์
MICROPHONE	ไมโครโฟน
MICROPHYTES	ไมโครไฟต์
MICROPROCESSOR	ไมโครโปรเซสเซอร์
MICROPROGRAM	ไมโครโปรแกรม
MICROPYLE	ไมโครไพล์
MICROSCOPE	ไมโครสโคป
MICROSKIRT	ไมโครสเกิร์ต
MICROTECHNIQUE	ไมโครเทคนิค
MICROTHRIX PARVICELLA	ไมโครทริกซ์พาร์วิเซลลาร์
MICROVILLI	ไมโครวิลไล
MICROWAVE	ไมโครเวฟ
MID TERM	มิดเทอม
MIDDENDORF	มิดเดิ้นดอร์ฟ
MIDDLE WEIGHT	มิดเดิลเวต
MIDDLEBROOK	มิดเดิลบรู๊ก
MIDDLEBUSH	มิดเดิลลีบุ๊ช
MIDDLESBROUGH	มิดเดิลสโบร
MIDDLESEX	มิดดัลเซกส์
MIDDLETON	มิดดัลทั่น
MIDDLEWEIGHT	มิดเดิลเวต
MIDER	มีเดอร์
MIDGLEY	มิจลีย์
MIDI	มิดิ
MIDI SKIRT	มิดิสเกิร์ต
MIDKIFF	มิดคิฟ
MIDLANDS	มิดแลนดส์
MIDLETON	มิดเดิลเติ้น
MIDNIGHT	มิดไนต์
MIDWAY	มิดเวย์
MIDYEAR	มิดเยียร์
MIER	ไมเออร์
MIERNIK	ไมร์นิก
MIES VAN DER ROHE, LUDWIG	มีส วาน เดอร์ โรห์, ลุดวิก
MIESCHER	มีเชอร์
MIEVILLE	มีวิล
MIFFLIN	มิฟฟลิน
MIFSUD	มิชเซิด
MIG	มิก
MIGMATITE	มิกมาไทต์
MIGRAINE	ไมเกรน
MIHAN	มีเฮิน
MIKAIL	มิเคล
MIKE	ไมก์
MIKLOS	มิโคลส
MIKULSKI	มิคัลสกี้
MIL	มิล
MILBANK	มิลแบงก์
MILD	ไมลด์
MILDENBERGER	ไมเดินเบอร์เกอร์
MILDRED	มิลเดรด
MILE	ไมล์
MILES	ไมลส์
MILESTONE	ไมล์สโตน
MILEY	ไมลี่ย์
MILFORD	มิลเฟิร์ด
MILI	มิลี่
MILIAN	มิเลี่ยน
MILIEU	มีลีเออ
MILIUS	ไมลิอิส
MILK	มิลก์
MILK SHAKE	มิลก์เชก
MILKS	มิลค์ส
MILL, JOHN STUART	มิลล์, จอห์น สจวร์ต
MILLAIS, SIR JOHN EVERETTE	มิลเลส์, เซอร์จอห์น เอเวอเรตต์
MILLAN	มิลเลิน
MILLAND	มิลเลินด์
MILLAR	มิลลาร์
MILLARD	มิลลาร์ด
MILLAY	มีเลย์
MILLE	มิลล์
MILLEDGE	มิลิจ
MILLEN	มิเลิ่น
MILLENNIUM	มิลเลนเนียม
MILLER, ARTHUR	มิลเลอร์, อาร์เทอร์
MILLER, GLENN	มิลเลอร์, เกลนน์
MILLER, J.D.	มิลเลอร์, เจ.ดี.
MILLER, ROGER	มิลเลอร์, รอเจอร์
MILLERS	มิลเลอร์ส
MILLES	มิลส์
MILLET	มิลเลต
MILLET, JEAN-FRANCOIS	มีเล, ชอง-ฟรองซัว
MILLI	มิลลิ
MILLIBAR	มิลลิบาร์
MILLIBARS	มิลลิบาร์
MILLICAN	มิลีเคิ้น
MILLICENT	มิลลิเซนต์
MILLIE	มิลลี
MILLIER	มิลลีเออร์
MILLIGAN	มิลลีเกิ้น
MILLIGRAM	มิลลิกรัม
MILLIGRAMME	มิลลิกรัม
MILLIKAN	มิลลิแกน
MILLIKAN, ROBERT A.	มิลลิกัน, รอเบิร์ต เอ.
MILLIKEN	มิลลิเคิ้น
MILLIKIN	มิลลีคิ้น
MILLILITER	มิลลิลิตร
MILLILITRE	มิลลิลิตร
MILLIMETER	มิลลิเมตร
MILLIMETRE	มิลลิเมตร
MILLIN	มิเลิ่น
MILLINGTON	มิลิงเติ้น
MILLIPORE	มิลลีพอร์
MILLIS	มิลลิส
MILLNER	มิลเนอร์
MILLOR	มิลเลอร์
MILLOY	มิลลอย
MILLS, ROBERT	มิลส์, รอเบิร์ต
MILLSAP	มิลแซ็ป
MILLWARD	มิลเวิร์ด
MILLY	มิลลี
MILMORE	มิลมอร์
MILN	มิลน์
MILNE	มิลน์
MILNER	มิลเนอร์
MILNES	มิล์นส
MILNOR	มิลเนอร์
MILOS	มิลอส
MILOT	มิเลิต
MILOVAN	มิโลวาน
MILROY	มิลรอย
MILSON	มิลสัน
MILSTEIN	มิลสไตน์
MILT	มิลต์
MILTON, JOHN	มิลตัน, จอห์น
MILVERTON	มิลเวอร์เติ้น
MILWARD	มิลเวิร์ด
MIME	ไมม์
MIMS	มิมส์
MIN	มิน
MINAHAN	มินนาแฮน
MINARD	มีนาร์ด
MINCE	มินซ์
MINDAL	มินเดล
MINDANAO	มินดาเนา
MINDEL	มินเดล
MINDLIN	มินด์ลิน
MINDORO	มินโดโร
MINEO	มินีโอ้
MINERAL	มิเนอรัล
MINERAL WATER	มิเนอรัลวอเตอร์
MINERS	ไมเนอร์ส
MINERVA	เมินเนอว่า
MINES	ไมน์ส
MINETA	มีเนต้า
MINETTE	มิเนตต์
MINETTI	มิเน็ตตี้
MING	มิง
MINGE	มินจ์
MINGUS, CHARLES	มิงกัส, ชาลส์
MINI	มินิ
MINI SKIRT	มินิสเกิร์ต
MINIBUS	มินิบัส
MINICK	มีนิก
MINIMALISM	มินิมัลลิซึม
MINIMALPROJECTION	มินิมัลโพรเจ็กชัน
MINIMART	มินิมาร์ต
MINISERIES	มินิซีรีส์
MINISH	มินิช
MINISKIRT	มินิสเกิร์ต
MINIVER	มิเนอเวอร์
MINIX	มินิกซ์
MINK	มิงก์
MINN	มินน์
MINNIE	มินนี่
MINNIS	มินนิส
MINNS	มินส์
MINNY	มินนี่
MINOAN	มีโนน
MINOGUE	มีโนะ
MINOR	ไมเนอร์
MINOS	มิโนส
MINOT	มีเนิต
MINSHALL	มินเชิง
MINSK	มินสก์
MINT	มินต์
MINTER	มินเทอร์
MINTO	มินโต้
MINTON	มินเติ้น
MINTURN	มินเทิร์น
MINTY	มินตี้
MINTZ	มินต์ส
MINTZBERG	มินต์สเบิร์ก
MINUET	มินุเอต
MINUIT	มินูอิต
MIOCENE	ไมโอซีน
MIPS	มิปส์
MIR	เมียร์
MIRABEAU	มีราโบ
MIRABEL	มิราเบล
MIRABELLI	มีราเบลลี่
MIRAGE	มิราจ
MIRCH	เมิร์ก
MIRE	ไมร์
MIRIAM	มิเรียม
MIRMAN	เมอร์เมิ่น
MIRO, JOAN	มีโร, โคอัน
MIRON	มีรอน
MIRZA	มีร์ซา
MIS	เอ็มไอเอส
MISA	มิซ่า
MISCH	มิช
MISH	มิช
MISHKIN	มิชคิ้น
MISHLER	มิชเลอร์
MISKOVSKY	มิสกอฟสกี้
MISOL	มิโซล
MISPICKEL	มิสพิกเกล
MISRA	มิสรา
MISSA	มิสซา
MISSEN	มิสเซิน
MISSENDEN	มิสเซินเดิ้น
MISSILE	มิสไซล์
MISSION	มิชชั่น
MISSION IMPOSSIBLE	มิชชั่นอิมพอสซิเบิล
MISSIONARY	มิชชันนารี
MISSISSIPPI	มิสซิสซิปปี
MISSISSIPPIAN	มิสซิสซิปเปียน
MISSOURI	มิสซูรี
MISSY	มิสซี่
MISTER	มิสเตอร์
MISTLETOE	มิสเซิลโท
MISTRAL	มิสตราล
MITCH	มิตช์
MITCHELL, MARGARET	มิตเชลล์, มาร์กาเรต
MITCHEM	มีชิม
MITCHINSON	มิตชินสัน
MITFORD	มิชเฟิร์ด
MITHA	ไมท่า
MITNICK	มิตนิก
MITOCHONDRIA	ไมโทคอนเดรีย
MITOSIS	ไมโทซิส
MITOTIC	ไมโทติก
MITRAL	ไมทรัล
MITRE	มิทรี
MITTEN	มิตเทิน
MITTER	มิตเตอร์
MITTON	มีเติ้น
MITTS	มิตส์
MITTY	มิตตี่
MITZ	มิตส์
MITZE	มิตส์
MIX	มิกซ์
MIXED GRILL	มิกซด์กริลล์
MIXER	มิกเซอร์
MIXON	มิกเซิ่น
MIXTER	มิกสเตอร์
MIZE	ไมส์
MIZRAHI	มิสราฮี
MLSS	เอ็มแอลเอสเอส
MLVSS	เอ็มแอลวีเอสเอส
MMD	เอ็มเอ็มดี
MOATE	โมต
MOB	ม็อบ
MOBBS	ม๊อบส์
MOBILE	โมบีล
MOBIUS	โมเบียส
MOBLEY	โมบลี่
MOCCASIN	มอกคะซิน
MOCHA	โมคา
MOCK	มอก
MODALITY	โมแดลลิตี
MODAN	มัดเดิ่น
MODE	โมด
MODEL	โมเดล
MODELLING AGENCY	โมเดลลิงเอเจนซี
MODEM	โมเดม
MODENA	โมดีนา
MODERATOR	มอเดอเรเตอร์
MODERN	มอเดิร์น
MODERN ART	โมเดิร์นอาร์ต
MODERN DANCE	โมเดิร์นดานซ์
MODIC	มอดิก
MODICA	โมดีค่า
MODIN	โมดิน
MODINE	โมดีน
MODLIN	ม็อดลิ่น
MODULAR	มอดุลาร์
MODULD	มอดูล
MODULE	มอดูล
MODULO	มอดุโล
MODULUS	มอดุลลัส
MODY	โมดี้
MOE	เอ็มโออี
MOELLER	โมเลอร์
MOENCH	โมงก์
MOERAN	มอเออเริ่น
MOFETTE	โมเฟตต์
MOFFAT	มอฟฟัต
MOFFATT	มัฟเฟิต
MOFFET	ม็อฟฟิต
MOFFETT	ม็อฟฟิต
MOFFIT	ม็อฟฟิต
MOGADISHU	โมกาดิชู
MOGENSEN	มอกินซัน
MOHAIR	โมแฮร์
MOHAMMED	โมฮัมมัด
MOHAN	โมฮัน
MOHAWK	โมฮอก
MOHLER	โมห์เลอร์
MOHO	มอฮอ
MOHOROVICIC	มอฮอรอวีชีช
MOHR	มอหร์
MOHS	โมส์
MOIR	มอยร์
MOIRA	มอยรา
MOISSANITE	มอยส์ซอไนต์
MOISTURE	มอยส์เชอร์
MOISTURISER	มอยสเชอไรเซอร์
MOISTURIZE	มอยส์เจอไรซ์
MOISTURIZER	มอยสเชอไรเซอร์
MOKRY	มาครี่
MOLAL	โมแลล
MOLALITY	โมแลลิตี
MOLANDER	มอเลินเดอร์
MOLAR	โมลาร์
MOLARITY	โมลาริตี
MOLASSE	โมลาสส์
